Title,URL
"
      Expenses and benefits: medical or dental treatment and insurance: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/technical-guidance
"
      Expenses and benefits: medical or dental treatment and insurance: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/work-out-the-value
"
      Expenses and benefits: medical or dental treatment and insurance: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/what-to-report-and-pay
"
      Expenses and benefits: medical or dental treatment and insurance: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/whats-exempt
"Fostering, adoption and surrogacy - GOV.UK",https://www.gov.uk/browse/childcare-parenting/fostering-adoption-surrogacy
"
      Expenses and benefits: club membership: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-club-membership
"
      Expenses and benefits: miners' coal - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-miners-coal
"
      Tax on your UK income if you live abroad: Personal Allowance - GOV.UK
  ",https://www.gov.uk/tax-uk-income-live-abroad/personal-allowance
"
      Tax on your private pension contributions: Lump sum allowance - GOV.UK
  ",https://www.gov.uk/tax-on-your-private-pension/lump-sum-allowance
"
      Tax on your private pension contributions: Annual allowance - GOV.UK
  ",https://www.gov.uk/tax-on-your-private-pension/annual-allowance
"
      CLOSED: Starting out Supporting Self Employment IP1.1: Leeds City Region LEP area (OC20S18P1118) - GOV.UK
  ",https://www.gov.uk/european-structural-investment-funds/starting-out-supporting-self-employment-ip1-1-leeds-city-region-lep-area-oc20s18p1118
Find a Disabled Students' Allowance assessment provider - GOV.UK,https://www.gov.uk/disabled-students-allowances-assessment-centre
"
      Child Benefit if you move to the UK - GOV.UK
  ",https://www.gov.uk/child-benefit-move-to-uk
"
      Help if you have a disabled child: Childcare - GOV.UK
  ",https://www.gov.uk/help-for-disabled-child/childcare
"
      Disability Living Allowance (DLA) for adults: Overview - GOV.UK
  ",https://www.gov.uk/dla-disability-living-allowance-benefit
"
      Disability Living Allowance (DLA) for adults: DLA rates - GOV.UK
  ",https://www.gov.uk/dla-disability-living-allowance-benefit/DLA-rates
"
      Disability Living Allowance (DLA) for adults: If you already get DLA - GOV.UK
  ",https://www.gov.uk/dla-disability-living-allowance-benefit/your-DLA-claim
Residential childcare worker registration (Wales) - GOV.UK,https://www.gov.uk/find-licences/residential-childcare-worker-registration-wales
Residential childcare manager registration (Wales) - GOV.UK,https://www.gov.uk/find-licences/residential-childcare-manager-registration-wales
Benefits and financial support if you're looking for work - GOV.UK,https://www.gov.uk/browse/benefits/looking-for-work
"
      Prove you qualify for Child Benefit - GOV.UK
  ",https://www.gov.uk/child-benefit-proof
"
      Housing costs and Universal Credit: What you can get - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit
"
      Housing costs and Universal Credit: How to claim - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/how-to-claim
"
      Housing costs and Universal Credit: Living in a property you own - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/property-you-own
"
      Housing costs and Universal Credit: Renting from the local authority or housing association - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/renting-from-local-authority-or-housing-association
"
      Housing costs and Universal Credit: Renting from a private landlord - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/renting-from-private-landlord
"
      Blind Person's Allowance: Overview - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance
"
      Blind Person's Allowance: Transfer your allowance - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/transfer-allowance
"
      Blind Person's Allowance: How to claim - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/how-to-claim
"
      Blind Person's Allowance: Eligibility - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/eligibility
"
      Blind Person's Allowance: What you'll get - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/what-youll-get
"
      Early retirement, your pension and benefits: Benefits - GOV.UK
  ",https://www.gov.uk/early-retirement-pension/benefits
"
      Expenses and benefits: tool allowances: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-tool-allowances
"
      Expenses and benefits: tool allowances: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-tool-allowances/technical-guidance
"
      Expenses and benefits: tool allowances: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-tool-allowances/what-to-report-and-pay
"
      Expenses and benefits: public transport: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport
"
      Expenses and benefits: public transport: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport/technical-guidance
"
      Expenses and benefits: public transport: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport/what-to-report-and-pay
"
      Expenses and benefits: public transport: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport/whats-exempt
"
      Carlyle European Partners II / Britax Childcare Ltd - GOV.UK
  ",https://www.gov.uk/cma-cases/carlyle-european-partners-ii-britax-childcare-ltd
"
      Being inspected as a childminder or childcare provider - GOV.UK
  ",https://www.gov.uk/ofsted-inspection-childcare-provider
"
      Childminders and childcare providers: register with Ofsted - Feedback and contacts - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/childminders-and-childcare-providers-register-with-ofsted/feedback-and-contacts
"
      Childminders and childcare providers: register with Ofsted - The Ofsted registers - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/childminders-and-childcare-providers-register-with-ofsted/the-ofsted-registers
"
      Childcare providers and inspections: management information - GOV.UK
  ",https://www.gov.uk/government/statistical-data-sets/childcare-providers-and-inspections-management-information
"
      Going into hospital if you get benefits - GOV.UK
  ",https://www.gov.uk/going-to-hospital-benefits
"
      Measuring the benefits of your service - Service Manual - GOV.UK
  ",https://www.gov.uk/service-manual/measuring-success/measuring-service-benefits
"
      Expenses and benefits: bikes for employees - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-bikes-for-employees
"
      Childminders and childcare providers: register with Ofsted - Nannies: registration - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/childminders-and-childcare-providers-register-with-ofsted/nannies-registration
"
      Expenses and benefits for employers: Overview - GOV.UK
  ",https://www.gov.uk/employer-reporting-expenses-benefits
"
      Expenses and benefits for employers: Exemptions and dispensations - GOV.UK
  ",https://www.gov.uk/employer-reporting-expenses-benefits/dispensations
"
      Expenses and benefits for employers: Record keeping - GOV.UK
  ",https://www.gov.uk/employer-reporting-expenses-benefits/record-keeping
"
      Expenses and benefits for employers: Deadlines - GOV.UK
  ",https://www.gov.uk/employer-reporting-expenses-benefits/deadlines
"
      Expenses and benefits for employers: Reporting and paying - GOV.UK
  ",https://www.gov.uk/employer-reporting-expenses-benefits/reporting-and-paying
"
      Appeal a Benefit Decision beta assessment report - GOV.UK
  ",https://www.gov.uk/service-standard-reports/appeal-a-benefit-decision-beta-assessment-report
"
      Claim and deal with Child Benefit for someone else: If your child has a baby - GOV.UK
  ",https://www.gov.uk/claim-child-benefit-behalf-someone-else
"
      Claim and deal with Child Benefit for someone else: Authorisation - GOV.UK
  ",https://www.gov.uk/claim-child-benefit-behalf-someone-else/authorisation
"
      Claim and deal with Child Benefit for someone else: Appointees - GOV.UK
  ",https://www.gov.uk/claim-child-benefit-behalf-someone-else/if-someone-ill-or-disabled
"
      Tax on a private pension you inherit - GOV.UK
  ",https://www.gov.uk/tax-on-pension-death-benefits
"
      Income Tax rates and Personal Allowances : Current rates and allowances - GOV.UK
  ",https://www.gov.uk/income-tax-rates
"
      Expenses and benefits: home phones: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-home-phones
"
      Expenses and benefits: home phones: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-home-phones/technical-guidance
"
      Expenses and benefits: home phones: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-home-phones/work-out-the-value
"
      Expenses and benefits: home phones: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-home-phones/what-to-report-and-pay
"
      Expenses and benefits: home phones: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-home-phones/whats-exempt
"
      Incapacity Benefit - GOV.UK
  ",https://www.gov.uk/incapacity-benefit
"
      Housing Benefit: Eligibility - GOV.UK
  ",https://www.gov.uk/housing-benefit
"
      Housing Benefit: Other help with housing costs - GOV.UK
  ",https://www.gov.uk/housing-benefit/other-help-with-housing-costs
"
      Housing Benefit: Report a change of circumstances - GOV.UK
  ",https://www.gov.uk/housing-benefit/report-a-change-of-circumstances
"
      Housing Benefit: How to claim - GOV.UK
  ",https://www.gov.uk/housing-benefit/how-to-claim
"
      Housing Benefit: Supporting your claim - GOV.UK
  ",https://www.gov.uk/housing-benefit/supporting-your-claim
"
      Housing Benefit: What you'll get - GOV.UK
  ",https://www.gov.uk/housing-benefit/what-youll-get
"
      Expenses and benefits: loans provided to employees: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-loans-provided-to-employees
"
      Expenses and benefits: loans provided to employees: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-loans-provided-to-employees/technical-guidance
"
      Expenses and benefits: loans provided to employees: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-loans-provided-to-employees/work-out-the-value
"
      Expenses and benefits: loans provided to employees: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-loans-provided-to-employees/what-to-report-and-pay
"
      Expenses and benefits: loans provided to employees: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-loans-provided-to-employees/whats-exempt
"
      Expenses and benefits: third-party awards: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-third-party-awards
"
      Expenses and benefits: third-party awards: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-third-party-awards/technical-guidance
"
      Expenses and benefits: third-party awards: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-third-party-awards/work-out-the-value
"
      Expenses and benefits: third-party awards: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-third-party-awards/what-to-report-and-pay
"
      Guardian's Allowance: Overview - GOV.UK
  ",https://www.gov.uk/guardians-allowance
"
      Guardian's Allowance: Changes to your circumstances - GOV.UK
  ",https://www.gov.uk/guardians-allowance/further-information
"
      Guardian's Allowance: How to claim - GOV.UK
  ",https://www.gov.uk/guardians-allowance/how-to-claim
"
      Guardian's Allowance: Eligibility - GOV.UK
  ",https://www.gov.uk/guardians-allowance/eligibility
"
      Guardian's Allowance: What you'll get - GOV.UK
  ",https://www.gov.uk/guardians-allowance/what-youll-get
Benefits and financial support when someone dies - GOV.UK,https://www.gov.uk/browse/benefits/bereavement
Sign in to your Universal Credit account - GOV.UK,https://www.gov.uk/sign-in-universal-credit
"
      Attendance allowance - GOV.UK
  ",https://www.gov.uk/service-standard-reports/attendance-allowance
"
      Capital Gains Tax: what you pay it on, rates and allowances: Capital Gains Tax allowances - GOV.UK
  ",https://www.gov.uk/capital-gains-tax/allowances
"
      End your tax credits: Overview - GOV.UK
  ",https://www.gov.uk/end-tax-credits-claim
"
      End your tax credits: What happens next - GOV.UK
  ",https://www.gov.uk/end-tax-credits-claim/what-happens-next
"
      End your tax credits: Changes to your personal details or income - GOV.UK
  ",https://www.gov.uk/end-tax-credits-claim/changes-to-your-details
"
      End your tax credits: If you’re self-employed - GOV.UK
  ",https://www.gov.uk/end-tax-credits-claim/self-employed
"
      End your tax credits: If you're employed or on benefits - GOV.UK
  ",https://www.gov.uk/end-tax-credits-claim/youre-employed-or-on-benefits
"
      End your tax credits: Personal details - GOV.UK
  ",https://www.gov.uk/end-tax-credits-claim/personal-details
"
      Report changes that affect your Child Benefit: If your child’s circumstances change - GOV.UK
  ",https://www.gov.uk/report-changes-child-benefit
"
      Report changes that affect your Child Benefit: If your circumstances change or you need to update your details - GOV.UK
  ",https://www.gov.uk/report-changes-child-benefit/if-your-familys-circumstances-change
"
      Immigration Rules - Immigration Rules part 6: self-employment and business people - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/immigration-rules/immigration-rules-part-6-self-employment-and-business-people
"
      Rent Officer Handbook: Local Housing Allowance - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/rent-officer-handbook-local-housing-allowances
Financial help if you have children - GOV.UK,https://www.gov.uk/browse/childcare-parenting/financial-help-children
"
      Expenses and benefits: subscriptions and professional fees: Overview - GOV.UK
  ",https://www.gov.uk/expenses-benefits-subscriptions-professional-fees
"
      Expenses and benefits: subscriptions and professional fees: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-benefits-subscriptions-professional-fees/technical-guidance
"
      Expenses and benefits: subscriptions and professional fees: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-benefits-subscriptions-professional-fees/what-to-report-and-pay
"
      Expenses and benefits: subscriptions and professional fees: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-benefits-subscriptions-professional-fees/whats-exempt
"
      Tax on trivial benefits - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-trivial-benefits
"
      Expenses and benefits: clothing: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-clothing
"
      Expenses and benefits: clothing: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-clothing/technical-guidance
"
      Expenses and benefits: clothing: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-clothing/work-out-the-value
"
      Expenses and benefits: clothing: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-clothing/what-to-report-and-pay
"
      Expenses and benefits: clothing: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-clothing/whats-exempt
"
      Expenses and benefits: accommodation: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-accommodation
"
      Expenses and benefits: accommodation: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-accommodation/technical-guidance
"
      Expenses and benefits: accommodation: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-accommodation/work-out-the-value
"
      Expenses and benefits: accommodation: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-accommodation/what-to-report-and-pay
"
      Expenses and benefits: accommodation: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-accommodation/whats-exempt
"
      Capital Gains and other taxes manual - Appendix 6: form VO 1030 - form of report to HMIT capital allowances - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/capital-gains-and-other-taxes-manual/appendix-6-form-vo-1030-form-of-report-to-hmit-capital-allowances
"
      Environmental taxes, reliefs and schemes for businesses: Capital allowances on energy-efficient items - GOV.UK
  ",https://www.gov.uk/green-taxes-and-reliefs/capital-allowances-on-energyefficient-items
Appeal a Housing Benefit decision - GOV.UK,https://www.gov.uk/appeal-housing-benefit-decision
"
      Repay and manage benefit money you owe: Part One - GOV.UK
  ",https://www.gov.uk/repay-manage-benefit-owed
Apply for Marriage Allowance online - GOV.UK,https://www.gov.uk/apply-marriage-allowance
"
      Tax credits: payments - GOV.UK
  ",https://www.gov.uk/government/organisations/hm-revenue-customs/contact/tax-credits-payment
"
      Financial help if you're disabled: Disability and sickness benefits - GOV.UK
  ",https://www.gov.uk/financial-help-disabled/disability-and-sickness-benefits
"
      Tax Free Childcare (Parents) - Alpha Assessment - GOV.UK
  ",https://www.gov.uk/service-standard-reports/tax-free-childcare-parents-alpha-assessment
Report benefit fraud - GOV.UK,https://www.gov.uk/report-benefit-fraud
"
      High Income Child Benefit Charge: Overview - GOV.UK
  ",https://www.gov.uk/child-benefit-tax-charge
"
      High Income Child Benefit Charge: If your circumstances change - GOV.UK
  ",https://www.gov.uk/child-benefit-tax-charge/your-circumstances-change
"
      High Income Child Benefit Charge: Restart your Child Benefit payments - GOV.UK
  ",https://www.gov.uk/child-benefit-tax-charge/restart-child-benefit
"
      High Income Child Benefit Charge: Opt out of Child Benefit payments - GOV.UK
  ",https://www.gov.uk/child-benefit-tax-charge/stop-child-benefit
"
      High Income Child Benefit Charge: Pay the tax charge - GOV.UK
  ",https://www.gov.uk/child-benefit-tax-charge/pay-the-charge
"
      How tax credits and other benefits affect each other - GOV.UK
  ",https://www.gov.uk/how-tax-credits-affect-other-benefits
"
      Child Tax Credit: Overview - GOV.UK
  ",https://www.gov.uk/child-tax-credit
"
      Child Tax Credit: Responsibility for a child - GOV.UK
  ",https://www.gov.uk/child-tax-credit/responsibility-for-child
"
      Child Tax Credit: How to claim - GOV.UK
  ",https://www.gov.uk/child-tax-credit/how-to-claim
"
      Child Tax Credit: How you're paid - GOV.UK
  ",https://www.gov.uk/child-tax-credit/how-youre-paid
"
      Child Tax Credit: You're already claiming Child Tax Credit - GOV.UK
  ",https://www.gov.uk/child-tax-credit/already-claiming
"
      Child Tax Credit: If you're making a new claim - GOV.UK
  ",https://www.gov.uk/child-tax-credit/new-claim
"
      Universal Credit: What Universal Credit is - GOV.UK
  ",https://www.gov.uk/universal-credit
"
      Universal Credit: Contact Universal Credit - GOV.UK
  ",https://www.gov.uk/universal-credit/contact-universal-credit
"
      Universal Credit: Financial help and support - GOV.UK
  ",https://www.gov.uk/universal-credit/other-financial-support
"
      Universal Credit: Report a change of circumstances - GOV.UK
  ",https://www.gov.uk/universal-credit/changes-of-circumstances
"
      Universal Credit: Your claimant commitment - GOV.UK
  ",https://www.gov.uk/universal-credit/your-claimant-commitment
"
      Universal Credit: Get an advance on your first payment - GOV.UK
  ",https://www.gov.uk/universal-credit/get-an-advance-first-payment
"
      Universal Credit: How to claim - GOV.UK
  ",https://www.gov.uk/universal-credit/how-to-claim
"
      Universal Credit: How you're paid - GOV.UK
  ",https://www.gov.uk/universal-credit/how-youre-paid
"
      Universal Credit: How your wages affect your payments - GOV.UK
  ",https://www.gov.uk/universal-credit/how-your-wages-affect-your-payments
"
      Universal Credit: What you'll get - GOV.UK
  ",https://www.gov.uk/universal-credit/what-youll-get
"
      Universal Credit: Eligibility - GOV.UK
  ",https://www.gov.uk/universal-credit/eligibility
"
      Expenses and benefits: retirement benefit schemes - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-retirement-benefit-schemes
Tax credits: work out your childcare costs - GOV.UK,https://www.gov.uk/childcare-costs-for-tax-credits
"
      How to renew tax credits - GOV.UK
  ",https://www.gov.uk/renewing-your-tax-credits-claim
"
      Tax credits if you leave or move to the UK: Your family lives abroad - GOV.UK
  ",https://www.gov.uk/tax-credits-if-moving-country-or-travelling
"
      Tax credits if you leave or move to the UK: Immigration control - GOV.UK
  ",https://www.gov.uk/tax-credits-if-moving-country-or-travelling/immigration-control
"
      Tax credits if you leave or move to the UK: Cross-border workers - GOV.UK
  ",https://www.gov.uk/tax-credits-if-moving-country-or-travelling/crossborder-workers
"
      Tax credits if you leave or move to the UK: Moving to the UK - GOV.UK
  ",https://www.gov.uk/tax-credits-if-moving-country-or-travelling/moving-to-the-uk
"
      Tax credits if you leave or move to the UK: You live outside the UK - GOV.UK
  ",https://www.gov.uk/tax-credits-if-moving-country-or-travelling/you-live-outside-the-uk
"
      Tax credits if you leave or move to the UK: Going abroad - GOV.UK
  ",https://www.gov.uk/tax-credits-if-moving-country-or-travelling/going-abroad-temporarily
"
      Tax credits checks - GOV.UK
  ",https://www.gov.uk/tax-credits-checks
"
      Expenses and benefits: bank charges - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-bank-charges
"
      Contact the Carer's Allowance Unit - GOV.UK
  ",https://www.gov.uk/carers-allowance-unit
"
      Expenses and benefits: works bus services - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-works-bus-services
"
      Expenses and benefits: travel and subsistence: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-travel
"
      Expenses and benefits: travel and subsistence: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-travel/technical-guidance
"
      Expenses and benefits: travel and subsistence: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-travel/what-to-report-and-pay
"
      Expenses and benefits: travel and subsistence: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-travel/whats-exempt
"
      Become an appointee for someone claiming benefits - GOV.UK
  ",https://www.gov.uk/become-appointee-for-someone-claiming-benefits
"
      Parents' Learning Allowance: Overview - GOV.UK
  ",https://www.gov.uk/parents-learning-allowance
"
      Parents' Learning Allowance: How to apply - GOV.UK
  ",https://www.gov.uk/parents-learning-allowance/how-to-claim
"
      Parents' Learning Allowance: Eligibility - GOV.UK
  ",https://www.gov.uk/parents-learning-allowance/eligibility
"
      Parents' Learning Allowance: What you'll get - GOV.UK
  ",https://www.gov.uk/parents-learning-allowance/what-youll-get
"
      Expenses and benefits: holidays: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-holidays
"
      Expenses and benefits: holidays: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-holidays/what-to-report-and-pay
"
      Disability Living Allowance (DLA) for children: Overview - GOV.UK
  ",https://www.gov.uk/disability-living-allowance-children
"
      Disability Living Allowance (DLA) for children: When your child turns 16 - GOV.UK
  ",https://www.gov.uk/disability-living-allowance-children/when-your-child-turns-16
"
      Disability Living Allowance (DLA) for children: Changes you need to report - GOV.UK
  ",https://www.gov.uk/disability-living-allowance-children/changes-you-need-to-report
"
      Disability Living Allowance (DLA) for children: How to claim - GOV.UK
  ",https://www.gov.uk/disability-living-allowance-children/how-to-claim
"
      Disability Living Allowance (DLA) for children: Eligibility - GOV.UK
  ",https://www.gov.uk/disability-living-allowance-children/eligibility
"
      Disability Living Allowance (DLA) for children: DLA rates for children - GOV.UK
  ",https://www.gov.uk/disability-living-allowance-children/rates
"
      Benefits and Expenses Sub-group - GOV.UK
  ",https://www.gov.uk/government/groups/benefits-and-expenses-sub-group
"
      Constant Attendance Allowance: Overview - GOV.UK
  ",https://www.gov.uk/constant-attendance-allowance
"
      Constant Attendance Allowance: Report a change in circumstances - GOV.UK
  ",https://www.gov.uk/constant-attendance-allowance/report-change-in-circumstances
"
      Constant Attendance Allowance: How to claim - GOV.UK
  ",https://www.gov.uk/constant-attendance-allowance/how-to-claim
"
      Constant Attendance Allowance: Eligibility - GOV.UK
  ",https://www.gov.uk/constant-attendance-allowance/eligibility
"
      Constant Attendance Allowance: What you'll get - GOV.UK
  ",https://www.gov.uk/constant-attendance-allowance/what-youll-get
"
      Help with moving from benefits to work: Overview - GOV.UK
  ",https://www.gov.uk/moving-from-benefits-to-work
"
      Help with moving from benefits to work: Support when you start working - GOV.UK
  ",https://www.gov.uk/moving-from-benefits-to-work/support-when-you-start-working
"
      Help with moving from benefits to work: Help with drug and alcohol problems - GOV.UK
  ",https://www.gov.uk/moving-from-benefits-to-work/help-for-specific-problems
"
      Help with moving from benefits to work: Help for parents and carers - GOV.UK
  ",https://www.gov.uk/moving-from-benefits-to-work/help-for-parents-and-carers
"
      Help with moving from benefits to work: Starting or running your own business - GOV.UK
  ",https://www.gov.uk/moving-from-benefits-to-work/starting-your-own-business
"
      Help with moving from benefits to work: Work experience and volunteering - GOV.UK
  ",https://www.gov.uk/moving-from-benefits-to-work/work-experience-and-volunteering
"
      Help with moving from benefits to work: Job search programmes - GOV.UK
  ",https://www.gov.uk/moving-from-benefits-to-work/job-search-programmes
"
      Child Benefit: general enquiries - GOV.UK
  ",https://www.gov.uk/government/organisations/hm-revenue-customs/contact/child-benefit
"
      Employment and Support Allowance (ESA): Overview - GOV.UK
  ",https://www.gov.uk/employment-support-allowance
"
      Employment and Support Allowance (ESA): Report a change of circumstances - GOV.UK
  ",https://www.gov.uk/employment-support-allowance/change-of-circumstances
"
      Employment and Support Allowance (ESA): Your ESA claim - GOV.UK
  ",https://www.gov.uk/employment-support-allowance/your-esa-claim
"
      Employment and Support Allowance (ESA): How to claim - GOV.UK
  ",https://www.gov.uk/employment-support-allowance/how-to-claim
"
      Employment and Support Allowance (ESA): Working while you claim - GOV.UK
  ",https://www.gov.uk/employment-support-allowance/working-while-you-claim
"
      Employment and Support Allowance (ESA): What you'll get - GOV.UK
  ",https://www.gov.uk/employment-support-allowance/what-youll-get
"
      Employment and Support Allowance (ESA): Eligibility - GOV.UK
  ",https://www.gov.uk/employment-support-allowance/eligibility
