Title,URL
"
      Expenses and benefits: relocation costs: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-relocation
"
      Expenses and benefits: relocation costs: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-relocation/technical-guidance
"
      Expenses and benefits: relocation costs: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-relocation/work-out-the-value
"
      Expenses and benefits: relocation costs: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-relocation/what-to-report-and-pay
"
      Piper PA-28-180, G-LFSG, 3 March 2001 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-180-g-lfsg-3-march-2001
"
      Expenses and benefits: relocation costs: What you do not have to report - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-relocation/whats-exempt
"
      Piper PA-38-112, G-BSKL, 4 May 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-g-bskl-4-may-1993
"
      Expenses and benefits: office and workshop equipment and supplies - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-office-equipment
"
      Piper PA-28-180, G-AXMP, 21 June 1998 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-180-g-axmp-21-june-1998
"
      Employee benefits and expenses committee minutes - GOV.UK
  ",https://www.gov.uk/government/collections/employee-benefits-and-expenses-committee-minutes
"
      AAIB investigation to Piper PA-28-181 Cherokee Archer II, G-BSIZ	 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-181-cherokee-archer-ii-g-bsiz
"
      Ms R Drury v Little Rising Stars Childcare Ltd: 1400753/2023 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/ms-r-drury-v-little-rising-stars-childcare-ltd-1400753-slash-2023
"
      AAIB investigation to Piper PA-18-150 Super Cub, G-RWCA	 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-18-150-super-cub-g-rwca
"
      Mrs R Piper v Nairobi Coffee and Tea Company Ltd and others: 1302926/2018 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mrs-r-piper-v-nairobi-coffee-and-tea-company-ltd-and-others-1302926-2018
"
      Piper PA-28-181 Cherokee Archer II, G-BHZE, 16 April 2008 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-181-cherokee-archer-ii-g-bhze-16-april-2008
"
      Piper PA-22-150 Tri-Pacer, G-BTIC, 24 April 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-22-150-tri-pacer-g-btic-24-april-1993
"
      Piper PA-28-161, G-BNOD Corrigendum, 15 September 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-g-bnod-corrigendum-15-september-1993
"
      Mrs R Zaman v Capita Employee Benefits Ltd: 1803461/2019 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mrs-r-zaman-v-capita-employee-benefits-ltd-1803461-2019
"
      Piper PA-34-200T Seneca II, G-FILE, 14 October 1988 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200t-seneca-ii-g-file-14-october-1988
"
      KMN v Secretary of State for Work and Pensions (PIP): [2019] UKUT 42 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/kmn-v-secretary-of-state-for-work-and-pensions-pip-2019-ukut-42-aac
"
      Piper PA-32RT-300, G-BYBB, 5 August 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32rt-300-g-bybb-5-august-1990
"
      Piper PA-18-150 (Modified) Super Cub, G-BJCI Corrigendum, 23 June 1995 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-150-modified-super-cub-g-bjci-corrigendum-23-june-1995
"
      Piper PA-23-250 Aztec, N54211  Correction, 5 February 2005 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-250-aztec-n54211-correction-5-february-2005
"
      Universal Credit: information for landlords - GOV.UK
  ",https://www.gov.uk/government/collections/universal-credit-information-for-landlords
"
      Piper PA-28-140 Cherokee, G-AVLD, 7 August 2003 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-140-cherokee-g-avld-7-august-2003
"
      Piper PA-34-200T, G-BOCG, 31 October 1997 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200t-g-bocg-31-october-1997
"
      Piper PA-28R-200, N9325N, 2 March 2013 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28r-200-n9325n-2-march-2013
"
      Piper PA-25-235C, G-BSTH, 29 December 1998 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-25-235c-g-bsth-29-december-1998
"
      Piper PA-28-181 Archer II, G-BNVE, 12 July 2006 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-181-archer-ii-g-bnve-12-july-2006
"
      Piper PA28-140, G-GCAT, 3 September 1989 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa28-140-g-gcat-3-september-1989
"
      Tax on company benefits: Overview - GOV.UK
  ",https://www.gov.uk/tax-company-benefits
"
      Tax on company benefits: Other company benefits you'll pay tax on - GOV.UK
  ",https://www.gov.uk/tax-company-benefits/other-company-benefits-youll-pay-tax-on
"
      Tax on company benefits: National Insurance on company benefits - GOV.UK
  ",https://www.gov.uk/tax-company-benefits/national-insurance-on-company-benefits
"
      Tax on company benefits: Keeping records and reporting changes - GOV.UK
  ",https://www.gov.uk/tax-company-benefits/keeping-records-and-reporting-changes
"
      Tax on company benefits: Tax-free company benefits - GOV.UK
  ",https://www.gov.uk/tax-company-benefits/taxfree-company-benefits
"
      Tax on company benefits: Tax on company cars - GOV.UK
  ",https://www.gov.uk/tax-company-benefits/tax-on-company-cars
"
      Piper PA-28-140 Cherokee, G-LFSC, 28 September 2009 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-140-cherokee-g-lfsc-28-september-2009
UK benefits if you’re going or living abroad - GOV.UK,https://www.gov.uk/uk-benefits-abroad
"
      Mr A Parkinson and others v Pipetawse Ltd (In Administration): 2500819/2020 and others - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mr-a-parkinson-and-others-v-pipetawse-ltd-in-administration-2500819-slash-2020-and-others
"
      AAIB investigation to Piper PA-28-161 Cadet, G-BPJS - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-161-cadet-g-bpjs
"
      Piper PA-28-140, G-ATOS, 20 July 1986 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-140-g-atos-20-july-1986
"
      Piper PA-38-112, G-BKAR, 18 April 2000 at 1300 hrs - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-g-bkar-18-april-2000-at-1300-hrs
"
      Piper PA-44-180 Seminole, G-TWIN, 26 August 1999 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-44-180-seminole-g-twin-26-august-1999
"
      Piper PA-34-200-2 Seneca, G-AZTO, 27 August 1992 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200-2-seneca-g-azto-27-august-1992
"
      Mr R Pippard v Simmons Gainsford Management Services Ltd: 2215286/2023 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mr-r-pippard-v-simmons-gainsford-management-services-ltd-2215286-slash-2023
"
      Expenses and benefits: entertainment: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-entertainment
"
      MW v Secretary of State for Work and Pensions (PIP): [2016] UKUT 76 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/mw-v-secretary-of-state-for-work-and-pensions-pip-2016-ukut-76-aac
"
      Expenses and benefits: entertainment: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-entertainment/what-to-report-and-pay
"
      Miss S Law v Embrace Childcare Ltd: 2403163/2017 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/miss-s-law-v-embrace-childcare-ltd-2403163-2017
"
      HP v Secretary of State for Work and Pensions (PIP): [2019] UKUT 36 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/hp-v-secretary-of-state-for-work-and-pensions-pip-2019-ukut-36-aac
"
      Piper PA-18 (Cub), G-AYPM, 23 November 1983 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-cub-g-aypm-23-november-1983
"
      Piper PA-32RT-300 Cherokee Lance II, G-RHHT, 3 June 2011 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32rt-300-cherokee-lance-ii-g-rhht-3-june-2011
"
      Accounting standards regulations: US and Japan parent companies - review of costs and benefits - GOV.UK
  ",https://www.gov.uk/government/consultations/accounting-standards-regulations-us-and-japan-parent-companies-review-of-costs-and-benefits
"
      Piper PA-28RT-201	G-MERL, 10 April 2006 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28rt-201-g-merl-10-april-2006
"
      Joining the Childcare Register and running the business - GOV.UK
  ",https://www.gov.uk/government/collections/joining-the-childcare-register-and-running-the-business
"
      AW v Secretary of State for Work and Pensions (PIP): 2022 UKUT 316 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/aw-v-secretary-of-state-for-work-and-pensions-pip-2022-ukut-316-aac
"
      Piper PA-22-150, G-ATXA, 11 October 1998 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-22-150-g-atxa-11-october-1998
"
      Expenses and benefits: miners' coal - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-miners-coal
"
      Piper PA28-120, G-BAPN, 3 April 1988 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa28-120-g-bapn-3-april-1988
"
      Piper PA-38-112 Tomahawk, G-BOCC, 10 July 2003 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-tomahawk-g-bocc-10-july-2003
"
      Piper PA-32RT-300, G-RHHT, 25 May 2006 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32rt-300-g-rhht-25-may-2006
"
      Piper PA28-180, G-BODM, 1 August 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa28-180-g-bodm-1-august-1990
"
      Piper PA-38-112, G-BRHS, 27 April 1997 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-g-brhs-27-april-1997
"
      Consultation on abolishing Class 2 National Insurance and introducing a contributory benefit test to Class 4 National Insurance for the self-employed - GOV.UK
  ",https://www.gov.uk/government/consultations/consultation-on-abolishing-class-2-national-insurance-and-introducing-a-contributory-benefit-test-to-class-4-national-insurance-for-the-self-employed
"
      Piper PA38-112 Tomahawk, G-DFLY, 28 April 1985 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa38-112-tomahawk-g-dfly-28-april-1985
"
      Piper PA-28-161, G-BOFZ, 12 May 1991 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-g-bofz-12-may-1991
"
      Piper PA-38-112, G-SION, 2 July 1997 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-g-sion-2-july-1997
"
      [Withdrawn] UKEF helps Optilan secure important pipeline business in India - Case study - GOV.UK
  ",https://www.gov.uk/government/case-studies/ukef-helps-optilan-secure-important-pipeline-business-in-india
"
      Piper PA-31P Pressurised Navajo, N95RS Correction, 15 January 2010 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-31p-pressurised-navajo-n95rs-correction-15-january-2010
"
      Piper PA 18-135 Super Cub, G-BKJB, 4 August 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-135-super-cub-g-bkjb-4-august-1996
"
      Miss Hannah Beaumont v Manalbe Ltd T/a 5 Star Childcare: 1800448/2019 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/miss-hannah-beaumont-v-manalbe-ltd-t-a-5-star-childcare-1800448-2019
"
      Piper PA-18-150 Super Cub, G-BSWE, 25 September 1992 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-150-super-cub-g-bswe-25-september-1992
"
      Expenses and benefits: parking spaces: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-parking-spaces
"
      Expenses and benefits: parking spaces: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-parking-spaces/technical-guidance
"
      Expenses and benefits: parking spaces: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-parking-spaces/what-to-report-and-pay
"
      Piper PA-34-200 Seneca, G-TEST, 25 August 1991 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200-seneca-g-test-25-august-1991
"
      Expenses and benefits: parking spaces: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-parking-spaces/whats-exempt
"
      Piper PA-28-161 Cherokee Warrior II, G-BJBX, 10 July 2010 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-bjbx-10-july-2010
"
      Piper PA-23-250 Aztec, G-BDHL, 2 August 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-250-aztec-g-bdhl-2-august-1993
"
      HSE commercial pipeline - GOV.UK
  ",https://www.gov.uk/government/collections/hse-commercial-pipeline
"
      Piper PA-18 (Modified), G-AYPO, 5 May 1986 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-modified-g-aypo-5-may-1986
"
      AAIB investigation to Pipistrel Alpha Trainer, F-JDGZ	 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-pipistrel-alpha-trainer-f-jdgz
"
      AAIB investigation to Piper PA-28-181 Cherokee Archer III, G-BXTW	 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-181-cherokee-archer-iii-g-bxtw
"
      Piper PA-34-200T Seneca, N3036A, 13 June 1994 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200t-seneca-n3036a-13-june-1994
"
      DSIT commercial pipeline - GOV.UK
  ",https://www.gov.uk/government/collections/dsit-commercial-pipeline
"
      Piper PA-34 Seneca, N32625 Corrigendum, 19 January 1998 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-seneca-n32625-corrigendum-19-january-1998
"
      MB v Secretary of State for Work and Pensions (PIP): [2018] UKUT 213 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/mb-v-secretary-of-state-for-work-and-pensions-pip-2018-ukut-213-aac
"
      Get help with savings if you’re on a low income (Help to Save): How it will affect your benefits - GOV.UK
  ",https://www.gov.uk/get-help-savings-low-income/how-it-will-affect-your-benefits
Apply for Tax-Free Childcare - GOV.UK,https://www.gov.uk/apply-for-tax-free-childcare
"
      Piper PA-28-180, G-AVNO, 17 April 1998 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-180-g-avno-17-april-1998
"
      Local Housing Allowance (LHA) rates - GOV.UK
  ",https://www.gov.uk/government/collections/local-housing-allowance-lha-rates
Apply for free childcare if you're working - GOV.UK,https://www.gov.uk/apply-free-childcare-if-youre-working
"
      Piper PA-28-161 Cherokee Warrior II, G-BUJO, 30 September 1995 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-bujo-30-september-1995
"
      Piper PA-38-112, G-BSVV, 29 May 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-g-bsvv-29-may-1996
"
      Tax on your private pension contributions: Lump sum allowance - GOV.UK
  ",https://www.gov.uk/tax-on-your-private-pension/lump-sum-allowance
"
      Expenses and benefits: medical or dental treatment and insurance: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment
"
      Piper PA-28R-180 Cherokee Arrow, G-AVWO, 14 November 2013 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28r-180-cherokee-arrow-g-avwo-14-november-2013
"
      Tax on your private pension contributions: Annual allowance - GOV.UK
  ",https://www.gov.uk/tax-on-your-private-pension/annual-allowance
"
      Expenses and benefits: medical or dental treatment and insurance: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/technical-guidance
"
      Expenses and benefits: medical or dental treatment and insurance: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/work-out-the-value
"
      Expenses and benefits: medical or dental treatment and insurance: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/what-to-report-and-pay
"
      Expenses and benefits: medical or dental treatment and insurance: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-medical-treatment/whats-exempt
"
      How employers are benefitting from T Level industry placements - Case study - GOV.UK
  ",https://www.gov.uk/government/case-studies/how-employers-are-benefitting-from-t-level-industry-placements
"
      Aerotek Pitts S-2A, G-ODAH and Piper PA-28-140 Cherokee, G-BAWK, 10 June 1991 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aerotek-pitts-s-2a-g-odah-and-piper-pa-28-140-cherokee-g-bawk-10-june-1991
"
      How employers are benefitting from traineeships - Case study - GOV.UK
  ",https://www.gov.uk/government/case-studies/how-employers-are-benefitting-from-traineeships
"
      Benefit expenditure and caseload tables - GOV.UK
  ",https://www.gov.uk/government/collections/benefit-expenditure-tables
"
      Piper PA-18-150 Super Cub, G-ARAM, 15 June 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-150-super-cub-g-aram-15-june-1993
"
      Piper PA-34-220T, G-MPWT, 6 November 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-220t-g-mpwt-6-november-1996
"
      CLOSED: Starting out Supporting Self Employment IP1.1: Leeds City Region LEP area (OC20S18P1118) - GOV.UK
  ",https://www.gov.uk/european-structural-investment-funds/starting-out-supporting-self-employment-ip1-1-leeds-city-region-lep-area-oc20s18p1118
"
      Tax credits leaflets and manuals - GOV.UK
  ",https://www.gov.uk/government/collections/tax-credits-leaflets-forms-and-manuals
"
      Mr Simon Wright v Nottingham City Council and Nottingham Revenues and Benefits Ltd: 2602423/2013 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mr-simon-wright-v-nottingham-city-council-and-nottingham-revenues-and-benefits-ltd-2602423-2013
